62396,4091 7948 5705 5432 4625 6605 5433 4153 5364 6141 5670 20137 14197 22146 20292 8561 16296 12518 15571 20102 10713 13451
62397,7948 4091 4153 5364 6138 6605 7663 6669 6141 5432 5670 20137 16296 14197 22146 15571 13451 10713 20102 12518 8561 20292
62398,22146 16364 22349 14267 14077 19492 16867 12518 8483 14257 20074 7663 3950 5364 4183 4091 6669 5705 4089 4153 6138 5432
62399,13420 13424 16364 8998 14077 18500 20350 16385 13422 20137 17092 4183 7071 3944 4089 6557 6658 6669 5446 7631 4153 4167
62400,8992 22146 20102 9037 20179 6605 12518 20076 20137 18536 18487 7071 5143 4626 4183 5382 4089 6517 6669 6557 5705 4153
62401,22146 8992 20102 9037 20179 6605 20076 12518 20137 18536 18487 7071 5143 6517 4153 6669 5705 6557 6050 5364 4183 4635
62402,22146 8992 20102 9037 20179 6605 20076 12518 20137 18536 18487 7071 5364 6050 4183 4089 6517 6669 5705 6557 5382 4153
62403,22146 8992 20102 9037 20179 6605 20076 12518 20137 18536 18487 5364 7663 4183 7071 5382 6669 4089 5705 6557 6517 4153
62404,4089 6517 6669 4167 5705 5382 4153 5364 4183 6050 7663 18487 22146 8992 20350 13424 16364 16385 20398 19350 8998 14267
62405,4089 6517 6669 5705 6557 5382 4167 4153 7663 5364 7071 20398 8998 20350 8992 9037 19352 16258 9127 21639 20399 22186
62406,8992 20398 16258 20350 19352 8998 21639 9127 9037 20399 17092 7663 7071 5382 5364 6517 4089 6669 5705 6557 4167 4153
62407,8992 20398 16258 20350 19352 8998 21639 9037 20399 9127 17092 5382 7071 7663 5364 4089 6557 6669 5705 6517 4167 4153
62408,8992 20398 16258 20350 19352 21639 8998 9037 9127 20399 17092 7071 6605 7663 4183 5705 5143 4089 4167 6669 5382 4153
62409,13424 14267 22146 20179 20350 16364 8998 18251 8992 18536 18487 7663 4183 7071 6557 4089 6669 5382 6605 4167 4153 7581
62410,6557 4089 6669 5382 6605 4167 4153 7581 7071 7663 4183 18487 8992 22146 10727 13424 20350 16364 20179 14077 19352 16385
62411,4089 6557 6669 7581 5382 4167 6605 4153 7071 7663 4183 18487 22146 20350 8998 8992 13424 19352 20076 14077 16385 20179
62412,4089 6557 6669 7581 4153 5382 4167 7071 4183 3944 4626 18489 8588 22146 12860 8998 9037 20076 20179 19350 9223 14312
62413,20179 20076 8998 9037 12860 19350 9223 22146 8588 18489 14312 4228 8260 6492 7978 7367 6647 6050 5705 6014 7134 6676
62414,4089 6050 5705 7581 4167 7978 6517 6014 7663 5364 5143 18489 8588 22146 12860 9037 20076 20179 8998 9223 19350 14312
62415,22146 20179 20076 8998 9037 19350 12860 9223 8588 18489 14312 5382 7071 7663 5364 7978 5705 6050 6557 4089 4167 4153
62416,4089 4228 5382 5705 6050 8149 6014 7978 6596 5364 7663 18489 22146 8998 12860 8588 20076 19350 20179 9037 9223 14312
62417,6050 7581 5382 6014 4167 7978 4228 5364 4153 7071 7663 18487 16337 20350 22146 8992 13424 20076 20179 19352 9223 18536
62418,13424 20076 20179 19352 20350 8998 8992 22146 21639 9223 16337 5364 5143 7071 7663 7978 5382 6050 7581 6014 4167 4153
62419,13424 20076 20179 19352 8998 20350 8992 22146 9223 21639 16337 5382 5364 7071 4228 7663 5143 7978 6050 7581 6570 4153
62420,9037 20179 8998 8992 19350 13492 20076 9223 16337 12860 20167 7990 5225 4153 6557 6652 6050 4089 6596 6605 5364 7663
62421,20179 9037 19350 13492 8992 16337 20076 9223 12860 22512 20167 5225 7990 5364 6605 6328 5383 3958 6652 6557 4631 4250
62422,20179 20381 22146 19352 19350 18489 18007 16337 9223 8588 18536 7990 5225 5364 4089 6050 6652 4250 8260 6596 6557 4153
62423,4089 6557 7974 4167 4153 22492 7990 5122 6014 8260 5225 16337 18489 9223 8998 20350 13424 8480 19352 18251 13492 20167
62424,4089 6557 7974 4167 5122 6014 22492 7990 4153 8260 5225 16337 18489 9223 8998 13424 20181 22146 19352 8480 20407 22502
62425,13424 8480 22146 19352 8998 20407 13492 18489 9223 16337 18536 5225 7990 22492 6557 4089 7974 4167 5122 4153 6328 8260
62426,46996 47521 45463 47737 46673 46231 44732 47240 47206 45051 45794 9223 12883 20230 22146 8480 19350 45423 22502 9171 13468 10836
62427,8480 22146 9223 19350 45423 22502 9171 13468 16989 10836 12883 47568 46996 43938 47737 46231 47521 46673 45463 44732 46983 47206
62428,6328 7990 6669 4102 7974 5438 4563 4153 5225 4245 7977 16337 18489 8588 8998 22146 13424 20179 13492 19352 19350 16862
62429,6328 7990 6669 4102 7974 4245 4153 5225 4563 5438 7977 16918 16337 20124 20179 13424 13492 19352 10861 19350 8998 16862
64135,8588 9223 13424 13492 16337 16862 17059 19350 19352 20179 20381 20407 4102 4153 4245 4563 5225 5438 6328 6669 7974 7977
62430,4089 6328 5382 4228 4969 6652 7974 6585 4516 7990 4153 20124 18489 8588 16337 9223 20381 13424 8480 9051 19350 16862
62431,4089 6328 5382 6652 7990 4228 7974 6585 5383 4516 4153 16337 8588 9223 20124 13424 8480 9051 20381 19350 18489 16862
62433,47002 45423 45048 46229 45393 47909 44480 46231 47737 46729 44743 5225 18585 14133 10716 14129 6669 14131 9025 19352 22502 16918
62432,8480 13424 20381 19350 9051 18489 16337 9223 18516 16862 8588 5382 6585 7974 7990 4969 6328 4228 4089 5438 5383 4153
62434,20179 20381 13492 15463 19350 18489 12860 22258 16328 16862 17059 7990 4228 7977 7974 6585 5382 6328 4089 5438 5422 4153
62435,13424 20381 20179 13492 22290 19352 15463 9223 16328 16862 17059 7990 7977 6585 5382 7974 4228 6328 4089 5438 5422 4153
62436,4089 6328 5382 7974 4228 5422 5438 7977 6585 7990 4153 17059 19389 9223 9233 20381 13424 20179 13492 22290 19352 16862
62437,6328 7974 5382 4897 5976 5438 7315 6584 7990 4153 6046 19389 18489 9223 9233 12866 20381 16328 16871 22290 9263 13342
62438,16871 22290 20381 9263 9233 18489 12866 16328 9223 18516 19389 4611 7990 7977 6328 4228 5382 5438 4897 5976 7974 6014
62439,4228 7974 5382 5976 4897 5438 5588 8260 6014 21593 4516 19389 18489 9233 12866 9223 16328 16871 22290 20381 9263 18516
62440,7974 4228 5382 6652 5422 5438 5976 4897 21593 6014 7990 18489 19389 9223 9233 12866 16328 16871 22290 20381 9263 18516
62441,7974 4228 5382 5976 5438 4897 6328 5422 21593 6014 6579 19389 18489 16328 9223 9233 12866 22290 20381 9263 16871 18516
62442,18251 16337 14119 12930 14196 22492 9237 14101 22534 17022 9334 47195 47904 46227 45442 47002 45423 46776 45393 45048 45231 44463
62443,18251 16337 14119 12930 14196 22492 14101 22534 9237 14171 9334 47006 47195 45076 45996 45729 47185 47002 46776 45423 45393 47206
62444,47002 45423 46776 47195 46980 45393 47173 45232 46227 47904 47006 16337 21641 14171 22534 14196 14119 9237 22492 18251 14101 9334
567357,46934 47270 43906 45789 44936 44828 230852 46750 47492 45949 46538 277912 362541 233713 38141 232359 226492 37737 277906 4493 37095 38924
573013,227772 48472 49289 301236 50424 49764 300628 50163 49178 49619 324358 311592 215152 7898 6033 272279 5939 219889 4531 272364 4578 230193
567356,226492 37737 277906 4493 37095 38924 37004 362541 38141 277912 37700 47492 46945 46538 47270 46934 43906 45789 44936 44828 230852 46750
62445,4969 4897 5382 7974 5438 5422 5662 5115 7977 6136 6046 19389 16337 13424 20381 8480 9263 13492 15463 14119 16293 14133
62446,5976 4897 5382 7974 5438 4969 5662 7977 6136 6579 6046 19389 9223 15463 14133 13424 20381 16293 19331 8480 9263 16871
62447,13424 15463 19331 8480 16871 14119 22548 18489 16293 14133 19389 5382 7977 6579 4897 5976 7974 5438 5662 4969 6136 6046
62448,16933 16871 14119 20385 11940 14220 19331 22258 14133 9223 19389 6579 6046 6584 7977 7974 4897 6328 5976 5662 5438 6136
62449,4897 6584 5662 5438 5976 7974 6936 7977 6136 6046 6579 19389 14220 9223 14133 16933 14119 20385 16871 22258 19331 11940
62450,6584 4897 5662 5438 5976 7974 6936 7977 6136 6046 5716 19389 9223 14133 14220 14119 16933 20385 20381 16871 19331 11940
62451,6584 4897 5662 5438 5976 6936 7974 7977 6136 6046 5716 19389 14133 14119 9223 20381 20385 22258 16871 19331 11940 16933
62452,16871 22258 19331 14119 20385 11940 14220 16933 9223 14133 19389 6936 5716 7977 6046 7974 6584 4897 5662 8260 5438 6136
62453,17048 22311 21636 22466 10900 21593 17031 14101 9136 9237 13992 46227 47006 45242 45996 47195 47523 45072 44719 44079 47221 47185
62454,17048 22311 21636 22466 10900 21593 13992 17031 9136 8555 14101 45242 47006 46227 47195 47181 45072 44079 46782 45393 45841 46789
62455,4897 5976 6936 5438 5662 7980 6136 6402 5716 7977 6046 19376 14133 13424 14220 15463 14119 12930 13492 19331 21636 20385
62456,16871 12930 19331 21564 15463 14119 21636 15509 16293 16995 19376 6046 5716 6936 7977 8260 4897 5662 5438 7980 6136 6402
62457,8260 6136 6936 5438 5662 4897 7980 7977 6402 6046 5716 14133 9223 23532 15463 9263 16871 19331 19299 12930 14119 16293
62458,19299 12930 19331 16871 15463 14119 9233 16293 23532 14133 9195 6046 6936 7977 5716 6402 6136 8260 5438 7980 4897 5976
62459,15463 14119 19331 12930 16871 21564 9195 16328 15534 16293 19376 6046 6936 7977 6584 5716 8260 7980 4897 5438 5976 6136
62460,16871 14119 21636 19299 15509 15534 16293 9203 13491 8996 9134 6046 6936 6584 5716 7977 6402 7980 5438 5662 6136 4897
62461,7980 4897 5662 7977 6936 5438 4985 6136 3982 5716 6046 8996 9134 16871 14119 21636 19299 15509 13491 16293 15534 9203
62462,16871 14119 21636 15509 16293 19299 9203 15534 13491 8996 9134 7977 6936 5716 3982 7980 6584 4897 5662 4985 5438 6136
62463,16871 14119 21636 19299 15509 9203 16970 16293 15534 13491 9134 6936 7564 5716 7977 3982 7980 5662 5438 4985 5703 6136
62464,7980 4985 5662 5438 6936 7977 3982 5703 6136 5115 7963 15509 9203 9134 14119 13491 16871 19299 21636 16293 16970 15534
62465,16871 12930 19331 15463 21636 16293 14220 15509 9203 16328 19376 6046 6936 7980 3982 5716 5703 4985 5662 5438 4897 6136
62466,16871 12930 19331 15463 21636 16293 14220 15509 9203 16328 19376 6046 5703 7564 7980 3982 6936 4985 5662 5438 4897 6136
62467,7980 4985 5662 4897 5438 6936 5703 3982 6136 7977 7564 14220 9203 8996 15463 19376 16871 8480 21636 12930 16293 15509
62468,7980 4985 5662 6936 5438 4897 5703 3982 6136 7977 7564 19376 15463 21457 9203 16328 18397 8480 21636 16871 19331 16293
62469,7980 4985 5662 4897 6936 5438 3982 5703 7977 6136 7564 16328 19376 14220 9203 15463 15509 16871 18397 21636 14119 16293
62470,47181 47522 45996 47195 45417 47204 47516 46590 45393 47556 47006 6046 3982 7977 7980 5703 6936 5662 4985 4897 5438 6136
62471,7980 4985 5662 3982 6936 4897 5438 5703 6136 5716 7564 45833 46227 45996 47195 47522 47181 45417 47204 46590 45393 43933
62472,4985 7980 5662 3982 6936 5703 5438 4897 6136 5716 7564 45996 45833 47195 46227 46590 47522 47181 47204 47565 45417 45393
62473,4985 7980 5662 6936 3982 5703 5716 5438 6402 6136 7564 14220 8565 9203 9158 19376 19365 14119 22311 21636 12881 16293
62474,22311 14119 21636 12881 9203 15908 14220 19376 16293 19365 12835 7977 6936 7564 5716 3982 5703 7980 4985 5662 5438 6136
62475,7980 4985 5662 6936 5438 5703 3982 7977 6584 6136 5716 12835 8565 19376 9158 9203 14220 22311 14119 21636 12881 16293
62476,14119 22311 21636 12881 15908 9203 14220 9158 8565 16293 19376 4632 6936 7977 5703 6584 4985 7980 5662 6536 6136 5438
62477,4985 7980 5662 6936 6536 5375 5703 6584 7977 6136 4632 14220 9203 19376 8565 9158 14119 22311 21636 12881 15908 16293
62478,14119 15534 21636 16871 15463 9158 13491 15509 16293 19376 8565 4632 6402 6584 3982 6936 4985 7980 5662 4897 5438 6136
62479,16871 14119 21636 12930 15463 15534 9158 19376 16293 13992 8565 6584 6402 3982 6936 4985 5703 7980 5662 4897 5438 6136
62480,14119 12930 21636 11875 15463 14220 9158 16293 13992 22314 9134 3982 6936 6402 6584 5703 4985 7980 5662 4897 5438 6136
62481,16871 14119 21636 12930 15463 20316 14220 8565 19376 16293 9209 4632 6584 3982 6402 6936 7980 5662 4985 4897 5375 6136
62482,16871 14119 21636 12930 15463 20316 14220 8565 19376 16293 9209 4632 6936 3982 6584 6402 5703 4985 7980 5662 4897 6136
62483,22311 12807 11875 22548 14104 10866 19365 13992 9136 16242 9134 47168 45039 47195 47739 47887 46590 47522 47181 45417 47217 47186
62484,22311 10866 11875 12807 17070 22548 19365 13992 9136 16242 9134 47217 47195 45039 47168 47739 46590 47522 47181 47887 45417 47186
62485,47522 47181 47887 46590 45417 47195 45039 47217 47186 47168 47739 16242 9134 13992 19365 10866 14081 22311 11875 12807 17070 14104
62486,47522 47181 47887 46590 45417 47195 45039 47217 47168 47739 47186 16242 9134 10866 13992 19365 9136 12807 11875 22311 17070 14104
62487,10866 22311 11875 12807 17070 19365 9136 14081 16242 13992 9134 47217 47168 47195 47739 45039 46590 47522 47181 47887 45417 47186
62488,12930 14119 21636 12881 9203 14220 15509 10866 8565 16293 9134 45833 47168 47739 47887 46590 45039 47195 47181 47186 45417 47217
62489,14119 12930 21636 12881 9203 14220 15509 8565 16293 9134 15921 47739 47168 45039 47195 47522 47186 45417 46590 47887 47217 47181
62490,14119 12930 21636 12881 9203 14220 15509 10866 16293 9134 15921 47739 45039 47168 47887 47195 46590 47186 47217 47181 45417 47216
62491,12807 23536 13489 14327 9203 14042 19376 10866 8996 9134 12835 4632 7564 5622 3982 6434 6936 7980 6536 5662 7308 4542
